,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
FX_EM,0.000327714,0.00057586,0.000575546,0.000501773,0.000323201,0.000357342,0.000484612,0.000538599,0.0003098,0.000565096,0.000414648,0.000355236,0.000423308,0.000705232,0.000587658,0.000457106,0.000416075,0.000357854,0.000349121,0.000357663,0.000417614,0.000401309,0.000266098,0.000182625,0.000528679,0.000384148,0.000304699,-0.000223075,0.000318694,0.000381804,0.000501303,0.000114428,0.000348904,-0.000225716,0.000145415,0.000537791,0.000366374,0.000117455,0.000185238,8.76E-05
Commodities_Broad,0.00029861,0.000149029,0.000165124,0.000430695,0.000185672,0.000184202,0.000378151,0.000233344,0.001390339,0.000255411,-7.79E-06,5.02E-05,0.000327579,0.000435336,0.000202961,0.000544014,0.000142176,0.000239772,0.000198553,-0.000127226,-0.000229024,7.50E-06,2.27E-05,9.44E-05,-0.000427303,-9.04E-05,0.000116763,0.000203662,-5.13E-05,-0.000340488,0.000114428,0.00154421,6.97E-05,0.002040736,5.63E-05,0.000123807,0.000218014,0.000139178,0.00016116,5.95E-05
Commodities_Gold,2.89E-05,0.000587156,0.000481606,0.00051317,-7.54E-05,0.000204834,0.000355322,0.000595952,4.55E-05,0.000384552,0.000384176,8.11E-05,0.000339067,0.000604468,0.000776139,7.35E-05,7.33E-05,5.17E-05,0.000248191,0.000179903,0.00042242,0.000325442,0.000164587,8.30E-05,0.000544708,0.000356075,0.000189456,-0.000320504,0.000456127,0.000380682,0.000348904,6.97E-05,0.001781709,-0.000379183,0.000181371,0.000252153,2.78E-05,5.66E-05,0.00015608,0.000166286
Commodities_Oil,0.000609324,-0.000154902,-5.62E-05,0.000452181,0.000632182,-1.20E-05,0.000480378,-0.000101952,0.002221982,0.000266946,-0.000560728,8.53E-05,0.000580905,-6.46E-06,-0.000394581,0.000800958,0.000321919,0.000412512,9.36E-05,-0.000650887,-0.000792042,-0.000314183,-0.000167348,8.82E-05,-0.001222603,-0.000314896,3.44E-05,0.000447638,-0.000367396,-0.001022505,-0.000225716,0.002040736,-0.000379183,0.006254464,-9.05E-05,-0.000178257,0.000428426,0.000312477,0.000497384,0.000162159
Inflation_Expectations,0.000245793,0.000351789,0.000331633,0.000264253,0.000263021,0.000304963,0.000288287,0.000290158,0.000228473,0.000316182,0.000279169,0.00027106,0.000246997,0.000392505,0.000335843,0.000348428,0.000206754,0.000273359,0.000279747,0.000419068,0.000268592,0.000208062,0.000263181,0.000167548,0.000386244,0.000199576,0.000239189,-0.000135276,0.000120143,0.000249248,0.000145415,5.63E-05,0.000181371,-9.05E-05,0.000247254,0.000417553,0.000268905,6.97E-05,0.000121027,8.91E-05
Global_Real_Estate,0.001144407,0.001254505,0.001251059,0.000891083,0.001125215,0.000950461,0.001375884,0.001187155,0.000817561,0.00141967,0.000965225,0.001277034,0.000962864,0.001488182,0.001151945,0.001408666,0.001182776,0.001198214,0.001024958,0.001088566,0.000763594,0.000653371,0.000755613,0.000554347,0.001136197,0.000700267,0.000795213,-0.00033749,0.000291218,0.000715084,0.000537791,0.000123807,0.000252153,-0.000178257,0.000417553,0.002174196,0.001269671,0.000374669,0.000621883,0.00030863
ESG,0.001507823,0.001007793,0.001122309,0.000879242,0.001851983,0.000674573,0.001326914,0.00096522,0.000735469,0.00149949,0.000625255,0.001489105,0.001418769,0.001147286,0.00082208,0.001454478,0.001661494,0.00146523,0.00090655,0.000630929,0.000479326,0.000483798,0.000576071,0.000531482,0.000804918,0.000595283,0.000680457,-0.000144496,0.000144787,0.00025705,0.000366374,0.000218014,2.78E-05,0.000428426,0.000268905,0.001269671,0.001965411,0.000478784,0.000929585,0.000353343
HF,0.000469637,0.000310311,0.000357536,0.000325988,0.00054625,0.000158602,0.000469547,0.000317716,0.000317759,0.000493443,0.000143851,0.000466169,0.000477669,0.00037706,0.000254002,0.000490313,0.000513026,0.000430084,0.000250096,0.000148722,0.000124798,0.000149158,0.000159065,0.000157454,0.000196883,0.000179495,0.000212502,-5.73E-05,5.34E-05,6.28E-05,0.000117455,0.000139178,5.66E-05,0.000312477,6.97E-05,0.000374669,0.000478784,0.000245311,0.000301343,0.000125451
Diversified PE,0.000926076,0.00055198,0.000637875,0.000563339,0.001255372,0.000288198,0.000774958,0.000508115,0.000412399,0.000869638,0.000258283,0.000816186,0.000937187,0.000540448,0.000380545,0.000812762,0.001021261,0.000866475,0.00048746,0.000256133,0.000217058,0.00022215,0.000287386,0.000293438,0.000418354,0.000389535,0.000361415,-6.85E-05,9.75E-05,4.11E-05,0.000185238,0.00016116,0.00015608,0.000497384,0.000121027,0.000621883,0.000929585,0.000301343,0.000897954,0.00026578
Diversified Debt,0.00034284,0.000316549,0.00030837,0.000254069,0.000428754,0.000145808,0.000355689,0.000281639,0.000224194,0.000379577,0.000161951,0.000354767,0.000352279,0.000302721,0.000235262,0.000326781,0.000352915,0.000332126,0.000217937,0.000138713,0.000138925,0.000120622,0.000154891,0.000150232,0.000233665,0.000196707,0.000177187,-8.50E-05,7.32E-05,6.75E-05,8.76E-05,5.95E-05,0.000166286,0.000162159,8.91E-05,0.00030863,0.000353343,0.000125451,0.00026578,0.000192585
