,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
Global Consumer Staples,0.000466205,0.000905951,0.000809655,0.000398164,0.000266655,0.000674362,0.000766914,0.000773717,0.000466212,0.000764166,0.001100927,0.000619267,0.000426149,0.000938299,0.000793979,0.000650046,0.000566866,0.000557796,0.000635816,0.000498761,0.000532514,0.000421474,0.000372,0.00026987,0.00066689,0.000465232,0.000400502,-0.000274643,0.000293552,0.000546067,0.000382768,-3.51E-05,0.000295199,-0.000562394,0.000264832,0.000915608,0.000556096,0.00013284,0.000249028,0.000141024
Global Consumer Discretionary,0.001353018,0.001111037,0.001171414,0.001074552,0.001608759,0.00064089,0.001264542,0.000940906,0.000522972,0.001387331,0.000619267,0.002353973,0.001477837,0.001357689,0.000740497,0.001401441,0.001485171,0.001343789,0.000780308,0.000630494,0.000515618,0.000531954,0.000565701,0.00049869,0.000819483,0.000519345,0.000671555,-0.000214023,0.000168735,0.000358576,0.000370577,4.89E-05,0.000443207,-0.000100911,0.000273678,0.001238054,0.001438094,0.000516686,0.000760847,0.000336395
Global Comm Services,0.00136402,0.001052924,0.001130455,0.001184727,0.001836923,0.000572425,0.001189739,0.000839846,0.000513787,0.001266523,0.000426149,0.001477837,0.002248328,0.001157117,0.000706638,0.001328091,0.001558661,0.001318319,0.000686753,0.00051737,0.000440515,0.000547429,0.000511225,0.000450651,0.000640122,0.000557839,0.000637733,-0.000184508,0.000267674,0.000205437,0.000422966,0.000296534,0.000636427,0.000362759,0.000246864,0.000942169,0.001362576,0.00051559,0.000861349,0.000333421
Global Materials,0.001028728,0.001468791,0.001424508,0.001223329,0.000946155,0.001018139,0.001369767,0.001243221,0.001113798,0.001413594,0.000938299,0.001357689,0.001157117,0.002450206,0.001207488,0.00148847,0.001069624,0.001098639,0.000870981,0.00081355,0.000776621,0.000754792,0.000654803,0.000503448,0.001021095,0.000729399,0.000766412,-0.000424067,0.000503944,0.000694851,0.000685677,0.000369379,0.00083948,-0.000211234,0.000390223,0.001457346,0.001126842,0.00043202,0.000527781,0.000287297
Global Utilities,0.000715646,0.001036649,0.000979461,0.000828275,0.000691652,0.000571469,0.00098184,0.00115991,0.000664694,0.001103942,0.000793979,0.000740497,0.000706638,0.001207488,0.001766467,0.000901025,0.000794133,0.000715465,0.000711303,0.000636277,0.000589359,0.00054579,0.00049542,0.000340376,0.000832193,0.000480364,0.000550924,-0.000253578,0.000375491,0.000535614,0.00053066,0.000204564,0.000885673,-0.000371037,0.000296804,0.00101436,0.000777189,0.000265645,0.00033654,0.000219146
Style_Value,0.00136534,0.001124475,0.001217173,0.001065773,0.001464231,0.000940783,0.001488151,0.001020628,0.001360489,0.001439328,0.000650046,0.001401441,0.001328091,0.00148847,0.000901025,0.002311714,0.001425605,0.00134147,0.000962134,0.000766599,0.000512642,0.000540581,0.000625869,0.000532055,0.000749675,0.000540903,0.000728401,-0.000189196,0.000240937,0.000398431,0.000465189,0.000482927,0.000452734,0.0005156,0.000345574,0.001366119,0.001414518,0.000544291,0.000761927,0.000312799
Style_Momentum,0.001522671,0.001049743,0.00113417,0.00092352,0.001921169,0.000655042,0.001330016,0.000902364,0.000543739,0.001518146,0.000566866,0.001485171,0.001558661,0.001069624,0.000794133,0.001425605,0.002666208,0.001471074,0.00088722,0.000469591,0.000393786,0.000427844,0.000456737,0.000458072,0.000692658,0.000533104,0.000582159,-0.000102782,0.000178117,0.000184651,0.000393217,0.000156837,0.00038225,0.000220618,0.000189926,0.001063919,0.001554613,0.00052374,0.000911048,0.000327325
Style_Quality,0.001326293,0.000953203,0.001023704,0.000854393,0.001649896,0.000746415,0.001155082,0.000816234,0.000701715,0.001267261,0.000557796,0.001343789,0.001318319,0.001098639,0.000715465,0.00134147,0.001471074,0.001674513,0.000835586,0.000592682,0.000411277,0.000438035,0.000511873,0.000455989,0.000676779,0.000498934,0.000607711,-0.000121657,0.000154913,0.00022067,0.00034643,0.000219527,0.000270688,0.000273261,0.000258294,0.001111719,0.001365508,0.000440412,0.000785107,0.000307717
Style_MinVol,0.000780841,0.000774588,0.000760654,0.000498292,0.000724575,0.000758636,0.000910757,0.000707917,0.000707874,0.000885542,0.000635816,0.000780308,0.000686753,0.000870981,0.000711303,0.000962134,0.00088722,0.000835586,0.000972972,0.000565138,0.000391017,0.00035453,0.000422145,0.00032969,0.000552077,0.000368926,0.000463292,-0.000128637,0.000168546,0.000345922,0.000325376,0.000173266,0.000311901,2.82E-05,0.000258357,0.000942045,0.000833674,0.000248708,0.000443663,0.000196594
Rates_US_Long,0.000533041,0.000656907,0.000666059,0.000660989,0.000683071,0.000674512,0.000536119,0.000525853,0.000192019,0.000598139,0.000498761,0.000630494,0.00051737,0.00081355,0.000636277,0.000766599,0.000469591,0.000592682,0.000565138,0.001541044,0.000636281,0.000487482,0.000670188,0.000333167,0.00098411,0.000388548,0.000568689,-0.000303134,0.000259068,0.000611134,0.000324068,-8.85E-05,0.000331328,-0.000587556,0.000368595,0.000952926,0.000599873,0.000163759,0.000224569,0.0001268
Rates_Developed,0.00035591,0.000701938,0.000708856,0.000542747,0.000422827,0.000480829,0.000488366,0.000583803,2.35E-05,0.000578284,0.000532514,0.000515618,0.000440515,0.000776621,0.000589359,0.000512642,0.000393786,0.000411277,0.000391017,0.000636281,0.000868732,0.000514254,0.000427667,0.000258998,0.000933755,0.000570079,0.000404007,-0.000455663,0.000451375,0.000654751,0.000383254,-0.000211103,0.000415804,-0.000749534,0.000248697,0.000712706,0.00044365,0.000126716,0.000204886,0.000120429
Rates_EM,0.000404895,0.000664692,0.00066363,0.000594573,0.000490198,0.000425172,0.000510603,0.000541771,0.000192517,0.00057992,0.000421474,0.000531954,0.000547429,0.000754792,0.00054579,0.000540581,0.000427844,0.000438035,0.00035453,0.000487482,0.000514254,0.000626597,0.000359094,0.000233403,0.000647023,0.000479331,0.000390889,-0.000333816,0.000367115,0.000450712,0.000371795,1.19E-06,0.000365235,-0.000334821,0.000196129,0.000617788,0.000457269,0.000157198,0.000210492,0.000109292
Credit_US_IG,0.000491655,0.000555015,0.000564877,0.000517137,0.000610341,0.000443104,0.000512965,0.000475878,0.0002889,0.000556141,0.000372,0.000565701,0.000511225,0.000654803,0.00049542,0.000625869,0.000456737,0.000511873,0.000422145,0.000670188,0.000427667,0.000359094,0.000554881,0.000272875,0.000633286,0.00033475,0.000412965,-0.000210538,0.000193679,0.000374013,0.000245157,2.75E-05,0.000245447,-0.000175494,0.000236722,0.000680064,0.000537828,0.000164091,0.000258834,0.000141136
Credit_US_HY,0.00045289,0.000434783,0.000445186,0.000356074,0.000523863,0.000314015,0.000467752,0.000371726,0.000315815,0.000499209,0.00026987,0.00049869,0.000450651,0.000503448,0.000340376,0.000532055,0.000458072,0.000455989,0.00032969,0.000333167,0.000258998,0.000233403,0.000272875,0.000288564,0.000392468,0.000267466,0.0002883,-0.000115704,0.000107019,0.000207911,0.000167387,8.33E-05,0.00011001,5.89E-05,0.000151827,0.000502041,0.00048201,0.000149647,0.000263654,0.000134507
Credit_EU_IG,0.000617638,0.000890017,0.000933126,0.000749628,0.000824603,0.000579847,0.000659251,0.000774098,-0.000110324,0.00087907,0.00066689,0.000819483,0.000640122,0.001021095,0.000832193,0.000749675,0.000692658,0.000676779,0.000552077,0.00098411,0.000933755,0.000647023,0.000633286,0.000392468,0.001909913,0.000750808,0.00059041,-0.000554999,0.000519329,0.000814699,0.000471073,-0.000363372,0.000578428,-0.001085049,0.000339765,0.00099698,0.000734634,0.000190189,0.000367995,0.000204038
Credit_EU_HY,0.000466488,0.00074614,0.00074453,0.000512979,0.000558098,0.000444984,0.00059212,0.000560039,0.000146965,0.000660336,0.000465232,0.000519345,0.000557839,0.000729399,0.000480364,0.000540903,0.000533104,0.000498934,0.000368926,0.000388548,0.000570079,0.000479331,0.00033475,0.000267466,0.000750808,0.000864416,0.000385042,-0.0004276,0.000439591,0.000483805,0.000352305,-0.000102696,0.000276395,-0.000331204,0.000190802,0.000668758,0.000528109,0.00016253,0.000360723,0.000171876
Credit_EM,0.000591697,0.000637965,0.000650338,0.000606001,0.000682711,0.000465088,0.000651119,0.000543468,0.000395103,0.000677894,0.000400502,0.000671555,0.000637733,0.000766412,0.000550924,0.000728401,0.000582159,0.000607711,0.000463292,0.000568689,0.000404007,0.000390889,0.000412965,0.0002883,0.00059041,0.000385042,0.000576013,-0.000196686,0.000199345,0.000344754,0.000283524,0.000104529,0.000262179,-1.40E-05,0.000219903,0.000730083,0.000632316,0.000214511,0.000329277,0.000162829
FX_USD,-8.59E-05,-0.000453058,-0.000420067,-0.000309841,-0.000118658,-0.000253803,-0.000204921,-0.000301627,7.61E-05,-0.000258991,-0.000274643,-0.000214023,-0.000184508,-0.000424067,-0.000253578,-0.000189196,-0.000102782,-0.000121657,-0.000128637,-0.000303134,-0.000455663,-0.000333816,-0.000210538,-0.000115704,-0.000554999,-0.0004276,-0.000196686,0.000552037,-0.000379884,-0.000417882,-0.000210025,0.000192649,-0.000297177,0.000443137,-0.000131175,-0.000337666,-0.000140771,-6.16E-05,-7.39E-05,-7.18E-05
FX_EUR,0.0001222,0.000480979,0.000472405,0.000420506,0.000168451,0.000282353,0.000255103,0.00037699,5.86E-05,0.00031382,0.000293552,0.000168735,0.000267674,0.000503944,0.000375491,0.000240937,0.000178117,0.000154913,0.000168546,0.000259068,0.000451375,0.000367115,0.000193679,0.000107019,0.000519329,0.000439591,0.000199345,-0.000379884,0.000561115,0.000378731,0.000302459,-5.52E-05,0.000480214,-0.000395784,0.000121989,0.000309889,0.000160512,7.49E-05,0.000104448,6.60E-05
FX_JPY,0.000146653,0.000610223,0.000592581,0.000339677,6.10E-06,0.000470679,0.000437296,0.000491021,-1.19E-05,0.00043008,0.000546067,0.000358576,0.000205437,0.000694851,0.000535614,0.000398431,0.000184651,0.00022067,0.000345922,0.000611134,0.000654751,0.000450712,0.000374013,0.000207911,0.000814699,0.000483805,0.000344754,-0.000417882,0.000378731,0.001001174,0.000354665,-0.000317739,0.000355728,-0.000967186,0.000235802,0.000684582,0.000244803,7.06E-05,5.42E-05,5.62E-05
FX_EM,0.000316558,0.00054565,0.000549742,0.000488236,0.00030993,0.000362242,0.000462378,0.000496839,0.000305528,0.000513463,0.000382768,0.000370577,0.000422966,0.000685677,0.00053066,0.000465189,0.000393217,0.00034643,0.000325376,0.000324068,0.000383254,0.000371795,0.000245157,0.000167387,0.000471073,0.000352305,0.000283524,-0.000210025,0.000302459,0.000354665,0.000462452,9.78E-05,0.000386886,-0.00025049,0.000139192,0.000510245,0.000352454,0.000128064,0.000176059,8.01E-05
Commodities_Broad,0.000276617,0.000128976,0.000138744,0.000416693,0.000222276,0.000143601,0.000321946,0.000204639,0.001203832,0.000237612,-3.51E-05,4.89E-05,0.000296534,0.000369379,0.000204564,0.000482927,0.000156837,0.000219527,0.000173266,-8.85E-05,-0.000211103,1.19E-06,2.75E-05,8.33E-05,-0.000363372,-0.000102696,0.000104529,0.000192649,-5.52E-05,-0.000317739,9.78E-05,0.001383297,0.000118765,0.001821835,4.34E-05,8.67E-05,0.000201966,0.000130509,0.000135163,5.85E-05
Commodities_Gold,0.000256904,0.000730984,0.000641636,0.000914723,0.000382281,0.000367884,0.000461192,0.000647264,0.000108794,0.000488125,0.000295199,0.000443207,0.000636427,0.00083948,0.000885673,0.000452734,0.00038225,0.000270688,0.000311901,0.000331328,0.000415804,0.000365235,0.000245447,0.00011001,0.000578428,0.000276395,0.000262179,-0.000297177,0.000480214,0.000355728,0.000386886,0.000118765,0.002544854,-0.000551945,0.000193368,0.000321433,0.000248899,0.000234967,0.000176855,0.000185589
Commodities_Oil,0.000460131,-0.000254501,-0.000183471,0.000277528,0.000513225,-0.000167648,0.000310036,-0.000156992,0.00184966,0.000197638,-0.000562394,-0.000100911,0.000362759,-0.000211234,-0.000371037,0.0005156,0.000220618,0.000273261,2.82E-05,-0.000587556,-0.000749534,-0.000334821,-0.000175494,5.89E-05,-0.001085049,-0.000331204,-1.40E-05,0.000443137,-0.000395784,-0.000967186,-0.00025049,0.001821835,-0.000551945,0.005740037,-0.000117132,-0.000280359,0.000292959,0.000204596,0.000396402,0.000140994
Inflation_Expectations,0.000230478,0.000334632,0.000320806,0.000251418,0.000231294,0.000303922,0.000279525,0.000269911,0.000228669,0.000284876,0.000264832,0.000273678,0.000246864,0.000390223,0.000296804,0.000345574,0.000189926,0.000258294,0.000258357,0.000368595,0.000248697,0.000196129,0.000236722,0.000151827,0.000339765,0.000190802,0.000219903,-0.000131175,0.000121989,0.000235802,0.000139192,4.34E-05,0.000193368,-0.000117132,0.000229061,0.000397238,0.000252951,7.56E-05,0.000116693,8.14E-05
Global_Real_Estate,0.001052264,0.001185702,0.001196168,0.000839996,0.000982177,0.000953891,0.001297554,0.001092869,0.000812487,0.001270421,0.000915608,0.001238054,0.000942169,0.001457346,0.00101436,0.001366119,0.001063919,0.001111719,0.000942045,0.000952926,0.000712706,0.000617788,0.000680064,0.000502041,0.00099698,0.000668758,0.000730083,-0.000337666,0.000309889,0.000684582,0.000510245,8.67E-05,0.000321433,-0.000280359,0.000397238,0.00203941,0.00117007,0.000375271,0.000582085,0.00028135
ESG,0.001401922,0.000963846,0.001069284,0.000908732,0.001749441,0.000671739,0.001230126,0.000894579,0.000689213,0.001367078,0.000556096,0.001438094,0.001362576,0.001126842,0.000777189,0.001414518,0.001554613,0.001365508,0.000833674,0.000599873,0.00044365,0.000457269,0.000537828,0.00048201,0.000734634,0.000528109,0.000632316,-0.000140771,0.000160512,0.000244803,0.000352454,0.000201966,0.000248899,0.000292959,0.000252951,0.00117007,0.001823518,0.000482483,0.000839252,0.000327401
HF,0.000474469,0.000336474,0.000383068,0.000396952,0.000574039,0.000206134,0.000466454,0.000316808,0.000319465,0.000471375,0.00013284,0.000516686,0.00051559,0.00043202,0.000265645,0.000544291,0.00052374,0.000440412,0.000248708,0.000163759,0.000126716,0.000157198,0.000164091,0.000149647,0.000190189,0.00016253,0.000214511,-6.16E-05,7.49E-05,7.06E-05,0.000128064,0.000130509,0.000234967,0.000204596,7.56E-05,0.000375271,0.000482483,0.000280125,0.000283762,0.000123602
Diversified PE,0.0008338,0.000515304,0.000595766,0.000518888,0.001108454,0.000294465,0.000713396,0.000464634,0.000395259,0.000774861,0.000249028,0.000760847,0.000861349,0.000527781,0.00033654,0.000761927,0.000911048,0.000785107,0.000443663,0.000224569,0.000204886,0.000210492,0.000258834,0.000263654,0.000367995,0.000360723,0.000329277,-7.39E-05,0.000104448,5.42E-05,0.000176059,0.000135163,0.000176855,0.000396402,0.000116693,0.000582085,0.000839252,0.000283762,0.000807481,0.000241835
Diversified Debt,0.000319382,0.000289626,0.000285207,0.0002488,0.000403801,0.000138216,0.000326232,0.000256494,0.000210814,0.000344924,0.000141024,0.000336395,0.000333421,0.000287297,0.000219146,0.000312799,0.000327325,0.000307717,0.000196594,0.0001268,0.000120429,0.000109292,0.000141136,0.000134507,0.000204038,0.000171876,0.000162829,-7.18E-05,6.60E-05,5.62E-05,8.01E-05,5.85E-05,0.000185589,0.000140994,8.14E-05,0.00028135,0.000327401,0.000123602,0.000241835,0.00017602
