,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
Global Comm Services,0.001430959,0.001207645,0.001200159,0.001057175,0.00179601,0.000566838,0.001332017,0.000976578,0.000421499,0.001439712,0.000626963,0.001657564,0.00230537,0.001222479,0.000796157,0.001233467,0.001704339,0.001429725,0.000804399,0.000521098,0.00045646,0.000553177,0.000543649,0.000506525,0.000703417,0.000573984,0.00067463,-0.000151041,0.000158316,0.000245286,0.000422507,0.000201229,0.000373303,0.000301492,0.000257929,0.001116005,0.001463697,0.000455939,0.000904987,0.000373183
Global Materials,0.001185807,0.001674427,0.001595114,0.001331616,0.001097861,0.0010354,0.00157487,0.001482906,0.001268412,0.001742256,0.001102547,0.001452189,0.001222479,0.002720899,0.001505327,0.001575605,0.001236737,0.001250332,0.001017629,0.000986522,0.000883477,0.000855512,0.000780176,0.000607571,0.001253743,0.000837686,0.000904556,-0.000439635,0.000501574,0.000764711,0.000778959,0.000502301,0.000678182,3.52E-05,0.000439552,0.001678568,0.001298293,0.000426382,0.000614099,0.000344551
Global Utilities,0.000817016,0.001303564,0.001221327,0.000891398,0.000656692,0.000743688,0.001232825,0.00146027,0.000837869,0.001347874,0.001089773,0.000855253,0.000796157,0.001505327,0.002143102,0.001052619,0.000893688,0.000841897,0.000903836,0.000755389,0.000788741,0.000701284,0.000603414,0.000428505,0.001055167,0.000666284,0.00067565,-0.000370023,0.000499673,0.000744802,0.000678685,0.000195636,0.000883619,-0.000543082,0.000382336,0.001313806,0.000911046,0.000276204,0.000406507,0.000260598
Style_Value,0.001447226,0.001245568,0.001271577,0.000900088,0.001378283,0.000966654,0.001688398,0.001187606,0.001503597,0.00167133,0.000862223,0.001502787,0.001233467,0.001575605,0.001052619,0.002333549,0.001535179,0.001451309,0.001132483,0.000836794,0.000516638,0.000525478,0.000686694,0.000608763,0.000830151,0.000538419,0.000789194,-0.000124484,9.61E-05,0.000439918,0.000457308,0.000487287,7.02E-05,0.000654011,0.000373446,0.001610931,0.001532242,0.000486825,0.000797022,0.000350886
Style_Momentum,0.00173468,0.001256039,0.001314079,0.000822147,0.002003515,0.000770742,0.001612749,0.001096097,0.000613139,0.001809639,0.000830642,0.001739087,0.001704339,0.001236737,0.000893688,0.001535179,0.003105625,0.001710225,0.0010918,0.000460078,0.000454982,0.00046924,0.00050047,0.000544491,0.000782177,0.000650941,0.000657472,-0.000104904,0.00013657,0.000255641,0.000436918,6.84E-05,7.63E-05,0.000173139,0.000221383,0.001352396,0.001801793,0.000533701,0.001069979,0.000385564
Style_Quality,0.001519492,0.00113278,0.001169659,0.00082361,0.001794673,0.000858759,0.001370441,0.000984979,0.000773625,0.001518373,0.000759946,0.001568539,0.001429725,0.001250332,0.000841897,0.001451309,0.001710225,0.001958045,0.001025438,0.000674911,0.000473681,0.000482891,0.000592043,0.000546295,0.000804401,0.00057613,0.000699321,-0.000116367,0.000103727,0.000275884,0.000379318,0.000186178,5.40E-05,0.000285244,0.000299244,0.001369848,0.001587961,0.00044484,0.000903199,0.000363013
Style_MinVol,0.000967745,0.000922789,0.000901883,0.000563295,0.000894811,0.000882007,0.001118073,0.000875253,0.00087526,0.0011167,0.000782169,0.000919471,0.000804399,0.001017629,0.000903836,0.001132483,0.0010918,0.001025438,0.001203676,0.000694003,0.000448984,0.000411464,0.000518906,0.000408758,0.000668037,0.000435031,0.000570684,-0.000116502,0.000157089,0.000388523,0.00037875,0.000237423,0.000275664,0.000153237,0.000312802,0.001154151,0.001029098,0.000284654,0.000557499,0.000249022
Rates_US_Long,0.000585246,0.000785566,0.000780785,0.000648442,0.000630735,0.000820331,0.000656343,0.000647404,0.000243145,0.000700917,0.000695853,0.000737821,0.000521098,0.000986522,0.000755389,0.000836794,0.000460078,0.000674911,0.000694003,0.001845615,0.00075888,0.000569971,0.000806224,0.00040144,0.00116086,0.000473291,0.000685162,-0.000347074,0.000260596,0.000766411,0.000367891,-0.000171784,0.000193832,-0.000767401,0.000463474,0.001231071,0.00068064,0.000148076,0.000256492,0.000153412
Rates_Developed,0.000422851,0.0008078,0.000799888,0.000606413,0.000504654,0.000477538,0.000566125,0.000716427,-1.03E-05,0.000724716,0.000631894,0.000608259,0.00045646,0.000883477,0.000788741,0.000516638,0.000454982,0.000473681,0.000448984,0.00075888,0.000949808,0.000564728,0.000510295,0.000301717,0.001088373,0.000614998,0.000481352,-0.000458315,0.000437856,0.000719469,0.000412357,-0.000252144,0.000460238,-0.000818958,0.000288381,0.000851192,0.000525391,0.000130345,0.000234308,0.00015966
Rates_EM,0.000440156,0.000775542,0.000742291,0.000629319,0.000506081,0.000435423,0.000582748,0.000658094,0.000173586,0.000699969,0.00052537,0.000610871,0.000553177,0.000855512,0.000701284,0.000525478,0.00046924,0.000482891,0.000411464,0.000569971,0.000564728,0.000700754,0.000418894,0.00026844,0.000748941,0.000518402,0.0004531,-0.000340085,0.000355292,0.000506867,0.000409433,-2.30E-05,0.000356393,-0.000387528,0.000222439,0.000737831,0.000508564,0.000145186,0.000212725,0.000132518
Credit_US_IG,0.000555213,0.00067025,0.000662264,0.000535697,0.000630883,0.00052458,0.000618082,0.000586315,0.000333649,0.000666908,0.000501843,0.000668122,0.000543649,0.000780176,0.000603414,0.000686694,0.00050047,0.000592043,0.000518906,0.000806224,0.000510295,0.000418894,0.000670041,0.000330819,0.00076106,0.000396541,0.000494612,-0.000239893,0.00019486,0.000466159,0.000279809,-5.85E-06,0.000181172,-0.000244834,0.00029099,0.000858022,0.000621577,0.000161774,0.000293197,0.000170791
Credit_US_HY,0.000535319,0.000533936,0.000529355,0.000388548,0.000590407,0.000370948,0.00057084,0.000462762,0.000370075,0.000613874,0.000354871,0.000612546,0.000506525,0.000607571,0.000428505,0.000608763,0.000544491,0.000546295,0.000408758,0.00040144,0.000301717,0.00026844,0.000330819,0.000353195,0.000472759,0.000307974,0.000346734,-0.000121658,9.56E-05,0.000252161,0.000190043,8.11E-05,9.00E-05,5.41E-05,0.000184227,0.000629841,0.000577053,0.000163524,0.000306236,0.000166344
Credit_EU_IG,0.000731663,0.001074054,0.001114869,0.000809733,0.000893601,0.000664937,0.000818227,0.00097195,-0.000134286,0.001085812,0.000873666,0.001015934,0.000703417,0.001253743,0.001055167,0.000830151,0.000782177,0.000804401,0.000668037,0.00116086,0.001088373,0.000748941,0.00076106,0.000472759,0.002279693,0.000888147,0.000718306,-0.000615554,0.000548427,0.000970426,0.000536011,-0.000491702,0.000598588,-0.001341075,0.0004204,0.001275822,0.000882311,0.000205059,0.00044908,0.000264542
Credit_EU_HY,0.000532238,0.000899689,0.000847136,0.000580613,0.000649961,0.000457164,0.000681148,0.000691603,7.83E-05,0.000817095,0.000561311,0.000645207,0.000573984,0.000837686,0.000666284,0.000538419,0.000650941,0.00057613,0.000435031,0.000473291,0.000614998,0.000518402,0.000396541,0.000307974,0.000888147,0.000922425,0.000445002,-0.000433537,0.000422309,0.000531362,0.000377236,-0.000157757,0.00038819,-0.000433767,0.000208522,0.000793694,0.00061294,0.000166471,0.000378838,0.000215135
Credit_EM,0.000660539,0.000775723,0.000756797,0.000636462,0.000703006,0.000545072,0.000775226,0.000666828,0.000431426,0.000812394,0.000538355,0.0007932,0.00067463,0.000904556,0.00067565,0.000789194,0.000657472,0.000699321,0.000570684,0.000685162,0.000481352,0.0004531,0.000494612,0.000346734,0.000718306,0.000445002,0.000682436,-0.000222558,0.000195081,0.000434646,0.000325181,7.72E-05,0.00021065,-7.52E-05,0.000263352,0.000908284,0.000723568,0.000212732,0.000358153,0.000192287
FX_USD,-9.38E-05,-0.000496041,-0.000439943,-0.000339774,-0.000156103,-0.000190622,-0.000207795,-0.000359037,0.000136239,-0.000326897,-0.000290671,-0.000233648,-0.000151041,-0.000439635,-0.000370023,-0.000124484,-0.000104904,-0.000116367,-0.000116502,-0.000347074,-0.000458315,-0.000340085,-0.000239893,-0.000121658,-0.000615554,-0.000433537,-0.000222558,0.000553832,-0.000354042,-0.000414696,-0.000196118,0.000217438,-0.000345824,0.000418495,-0.00013877,-0.000368367,-0.000152171,-5.74E-05,-7.23E-05,-9.95E-05
FX_EUR,6.70E-05,0.00051366,0.000462101,0.000381068,8.27E-05,0.000208195,0.000235888,0.000438481,-1.54E-05,0.000354286,0.000345283,0.000136567,0.000158316,0.000501574,0.000499673,9.61E-05,0.00013657,0.000103727,0.000157089,0.000260596,0.000437856,0.000355292,0.00019486,9.56E-05,0.000548427,0.000422309,0.000195081,-0.000354042,0.000511931,0.000374065,0.000293349,-9.21E-05,0.000497803,-0.0004314,0.00011688,0.000324195,0.000114743,3.05E-05,6.31E-05,7.90E-05
FX_JPY,0.000230602,0.000676383,0.000670575,0.00044533,0.00014746,0.000440883,0.000512775,0.000598066,-2.11E-05,0.000581435,0.000585064,0.000397071,0.000245286,0.000764711,0.000744802,0.000439918,0.000255641,0.000275884,0.000388523,0.000766411,0.000719469,0.000506867,0.000466159,0.000252161,0.000970426,0.000531362,0.000434646,-0.000414696,0.000374065,0.001096517,0.000391491,-0.000310997,0.00041633,-0.000935666,0.000274333,0.000785339,0.000329191,9.31E-05,9.62E-05,8.90E-05
FX_EM,0.000344414,0.00062911,0.000612731,0.000514537,0.000303486,0.000367058,0.000532915,0.00060432,0.000337152,0.000624017,0.000473278,0.000406961,0.000422507,0.000778959,0.000678685,0.000457308,0.000436918,0.000379318,0.00037875,0.000367891,0.000412357,0.000409433,0.000279809,0.000190043,0.000536011,0.000377236,0.000325181,-0.000196118,0.000293349,0.000391491,0.000522758,0.000112726,0.00038507,-0.000260625,0.00015451,0.00060553,0.000389536,0.000117621,0.000185664,9.73E-05
Commodities_Broad,0.000191529,0.000207824,0.000150594,0.000340994,-7.49E-05,0.00025476,0.00038386,0.000259555,0.001454228,0.000205713,9.30E-05,6.95E-05,0.000201229,0.000502301,0.000195636,0.000487287,6.84E-05,0.000186178,0.000237423,-0.000171784,-0.000252144,-2.30E-05,-5.85E-06,8.11E-05,-0.000491702,-0.000157757,7.72E-05,0.000217438,-9.21E-05,-0.000310997,0.000112726,0.001562951,7.92E-05,0.001966725,5.35E-05,0.000169214,0.000134831,9.12E-05,5.59E-05,4.43E-05
Commodities_Gold,3.02E-05,0.00065653,0.000535091,0.000570469,-9.33E-05,0.000219261,0.000399188,0.000673125,5.18E-05,0.000433678,0.000432329,9.27E-05,0.000373303,0.000678182,0.000883619,7.02E-05,7.63E-05,5.40E-05,0.000275664,0.000193832,0.000460238,0.000356393,0.000181172,9.00E-05,0.000598588,0.00038819,0.00021065,-0.000345824,0.000497803,0.00041633,0.00038507,7.92E-05,0.002012942,-0.000418387,0.000202704,0.000283429,2.81E-05,6.19E-05,0.000174178,0.000188478
Commodities_Oil,0.000359746,-5.74E-05,-0.000113261,0.000208693,8.42E-05,0.000136362,0.000451862,-0.000121184,0.002237844,0.00011482,-0.000390897,0.000122551,0.000301492,3.52E-05,-0.000543082,0.000654011,0.000173139,0.000285244,0.000153237,-0.000767401,-0.000818958,-0.000387528,-0.000244834,5.41E-05,-0.001341075,-0.000433767,-7.52E-05,0.000418495,-0.0004314,-0.000935666,-0.000260625,0.001966725,-0.000418387,0.006041906,-0.000117324,-0.000127819,0.000237649,0.000207503,0.000279027,0.000129511
Inflation_Expectations,0.000265412,0.000393736,0.000363715,0.000279221,0.000269988,0.000337138,0.000320435,0.000326834,0.000250311,0.000350457,0.000321041,0.000308581,0.000257929,0.000439552,0.000382336,0.000373446,0.000221383,0.000299244,0.000312802,0.000463474,0.000288381,0.000222439,0.00029099,0.000184227,0.0004204,0.000208522,0.000263352,-0.00013877,0.00011688,0.000274333,0.00015451,5.35E-05,0.000202704,-0.000117324,0.000276017,0.000472911,0.000293297,7.23E-05,0.000125651,9.95E-05
Global_Real_Estate,0.001322176,0.00140698,0.001416502,0.001030342,0.001323887,0.001058495,0.001563899,0.001343614,0.000948818,0.001622026,0.001070971,0.001443516,0.001116005,0.001678568,0.001313806,0.001610931,0.001352396,0.001369848,0.001154151,0.001231071,0.000851192,0.000737831,0.000858022,0.000629841,0.001275822,0.000793694,0.000908284,-0.000368367,0.000324195,0.000785339,0.00060553,0.000169214,0.000283429,-0.000127819,0.000472911,0.002452071,0.001456671,0.000435623,0.000726907,0.000353968
ESG,0.001592068,0.001160305,0.001230055,0.000870738,0.001869303,0.000782848,0.001464513,0.001087252,0.000742067,0.001631777,0.000781941,0.001696252,0.001463697,0.001298293,0.000911046,0.001532242,0.001801793,0.001587961,0.001029098,0.00068064,0.000525391,0.000508564,0.000621577,0.000577053,0.000882311,0.00061294,0.000723568,-0.000152171,0.000114743,0.000329191,0.000389536,0.000134831,2.81E-05,0.000237649,0.000293297,0.001456671,0.00211284,0.000488798,0.000952787,0.000382797
HF,0.000463539,0.000362543,0.000380412,0.000294754,0.000483432,0.000190458,0.000509195,0.000356458,0.000306085,0.000519662,0.000206751,0.000534103,0.000455939,0.000426382,0.000276204,0.000486825,0.000533701,0.00044484,0.000284654,0.000148076,0.000130345,0.000145186,0.000161774,0.000163524,0.000205059,0.000166471,0.000212732,-5.74E-05,3.05E-05,9.31E-05,0.000117621,9.12E-05,6.19E-05,0.000207503,7.23E-05,0.000435623,0.000488798,0.000238179,0.00028206,0.000131846
Diversified PE,0.000919998,0.000650522,0.000681044,0.000501771,0.001168385,0.000353645,0.000836322,0.000569843,0.00036462,0.00091118,0.000377281,0.000935606,0.000904987,0.000614099,0.000406507,0.000797022,0.001069979,0.000903199,0.000557499,0.000256492,0.000234308,0.000212725,0.000293197,0.000306236,0.00044908,0.000378838,0.000358153,-7.23E-05,6.31E-05,9.62E-05,0.000185664,5.59E-05,0.000174178,0.000279027,0.000125651,0.000726907,0.000952787,0.00028206,0.000877531,0.000281363
Diversified Debt,0.00036549,0.000364943,0.000344126,0.000265598,0.000441636,0.000173142,0.000395942,0.000318157,0.000235197,0.000416788,0.000199276,0.000403423,0.000373183,0.000344551,0.000260598,0.000350886,0.000385564,0.000363013,0.000249022,0.000153412,0.00015966,0.000132518,0.000170791,0.000166344,0.000264542,0.000215135,0.000192287,-9.95E-05,7.90E-05,8.90E-05,9.73E-05,4.43E-05,0.000188478,0.000129511,9.95E-05,0.000353968,0.000382797,0.000131846,0.000281363,0.000213488
