Absolute Return HFs,Aggregate - Global,Aggregate - US,Asia Pacific ex Japan,Bitcoin,Credit Directional HFs,EM Debt,EM Equities,General Commodities,Global ACWI EAFE,Global Equities ACWI,Gold,Govt Bonds - Global,Growth Directional HFs,High Yield,HY Muni Bond,IG Corp,IG Muni Bond,Illiquid RE,Infrastructure,Japan Equities,Pan Europe,PE,Private Debt,REITs - Global,US Equities
-3.805321647,-3.287221389,-1.270697297,9.950235264,-33.22224446,-3.993226563,4.582931234,9.479304129,-1.088286456,7.362354126,2.998995675,3.110364381,-1.076084997,-2.959022555,-1.63660725,0.989496748,0.341296534,-0.277648853,-1.374866744,1.599652146,5.987024728,7.611777494,-0.53991092,-3.177481459,1.513610069,0.402067664
-0.497537913,-1.078754346,-1.083596485,-1.514759098,-8.978595394,-0.257129102,-1.58023081,-2.889862573,-3.56166776,-2.041600836,-4.933322829,2.696740388,0.113209809,0.255645007,-1.978513604,-2.04548145,-1.234445598,-0.470683631,-3.129402465,-4.706455702,-2.452589699,-2.178327937,-2.683645996,-0.463540082,-4.051255888,-6.137095328
0.682791908,0.319870361,1.333543483,7.271516135,36.28547278,0.370596533,1.907301885,6.793868805,-2.537512223,6.67868216,5.294002251,3.678592364,0.676820563,1.357076902,1.658900797,1.72822382,2.303332384,0.491678173,4.007011973,5.136862475,5.540487414,7.148012824,3.799503881,1.479564421,7.103032296,4.156462098
1.806508569,0.702225207,-0.25465463,-5.303825403,-2.702429595,2.548515382,-0.287033273,-5.420804784,-3.420111593,-0.674467598,-0.928366555,-3.085783186,-0.705145431,1.550817626,0.541047354,0.083138413,-0.829170275,0.154552939,-1.041639852,0.319163662,-2.316323718,0.432406777,1.514213849,1.761385668,-2.372146069,-0.097852418
-3.389674417,-0.35501025,0.02164417,-1.737927465,32.31555378,-3.450176587,-0.925399514,0.580239438,-2.618112257,0.494645512,0.691796,5.057216457,0.927339453,-2.513693726,-0.620332772,-0.911070557,0.165399456,-0.206601797,-3.510715384,-4.152790448,2.21250809,0.272910399,0.998508042,-1.343845742,-5.139778827,1.058779311
-1.607432894,-1.325856429,-1.274607485,-1.07371406,-1.481066242,-1.527656265,-1.579543727,-2.686951878,-2.801353474,1.046812789,-0.290651808,-0.941439282,-1.542629475,-1.198910941,-1.645269261,-1.820648865,-1.08298253,-2.054329833,-1.567536624,-2.492312086,-1.591891405,2.322983428,-0.506176663,-0.759658981,-0.289342358,-0.262271099
0.807485803,0.447680964,-0.140328472,-5.571631385,-15.72540987,0.797465261,-0.184188621,-1.423888541,-5.700034684,-3.081867819,-0.045470204,-0.353972566,-1.043834442,1.16751827,-0.229617052,0.530197908,-0.424511086,0.365548774,-1.452325617,-1.975975713,1.853855934,-4.328752428,2.259814125,0.625286855,-2.977955847,1.468243873
0.033351912,-1.948613397,-2.454015059,2.053939464,30.23794556,-1.059339966,0.384672574,2.224482665,2.295700654,2.305405659,3.544443321,-4.285547236,-2.283780897,-0.005817693,-0.322331782,-1.373690801,-1.570830947,-1.529253577,1.152966392,6.573946793,2.843076078,2.338236814,2.078095858,-0.445156496,1.083555146,4.195960774
0.730580689,-1.130499603,-1.049074,2.911978762,-1.346912631,0.010762958,0.675318812,4.832233545,5.976681185,1.633789509,2.499090477,1.167715823,-1.011555294,0.37624961,0.076214072,-0.927069765,-0.736574869,-1.005676773,0.228240307,2.263379095,1.392142692,1.428746983,1.649902567,0.445245719,2.263475852,2.187134846
0.547602313,1.173369951,0.638294455,-5.217026862,-0.949752951,1.679368613,-0.589397129,-5.586525097,0.28950361,-2.744307208,-1.680645728,0.053150648,-0.048692544,0.47706979,1.455824446,0.778017556,0.466122713,0.492329184,-0.658269319,-2.334467929,-1.576623583,-2.607088119,0.436743143,1.848531298,-2.33223904,-0.368344407
