Absolute Return HFs,Aggregate - Global,Aggregate - US,Asia Pacific ex Japan,Bitcoin,Credit Directional HFs,EM Debt,EM Equities,General Commodities,Global ACWI EAFE,Global Equities ACWI,Gold,Govt Bonds - Global,Growth Directional HFs,High Yield,HY Muni Bond,IG Corp,IG Muni Bond,Illiquid RE,Infrastructure,Japan Equities,Pan Europe,PE,Private Debt,REITs - Global,US Equities
1.501527339,0.01397831,0.180692976,5.128695461,38.5766324,0.44982601,0.349726056,1.256309833,3.4856895,3.319756758,5.444019297,1.734595438,-0.166893264,2.564257463,-0.121371341,-0.146552829,0.587174293,0.141911786,4.457790853,6.114450188,-2.478582923,5.149547538,3.831964465,0.385936664,6.687331156,6.971316823
-0.098478532,2.449407857,2.191956926,-5.276144034,-5.317321707,1.319984967,0.022061034,-2.248821326,-7.143889153,-2.718974757,-0.412716642,1.182254347,2.095900543,-0.623471559,0.74633064,2.732259026,1.814234377,2.645963736,1.400435494,0.613491142,-1.151266252,-2.865061201,1.576395391,1.46279341,0.406093299,1.115066904
0.861598577,-0.633276002,-0.641966868,3.116545976,-30.2544436,0.007741125,1.85486973,1.235796248,3.590075322,4.032605568,3.542415073,3.01821507,-1.02622286,1.59355485,1.976507121,0.301128252,-0.422057446,-0.289089449,5.393994196,7.181150835,1.98249028,5.041152107,2.263791928,1.556033982,6.924335248,4.243696079
-0.876863947,-0.509840498,-0.824401958,-3.49944917,-25.44571814,1.024295549,-2.238092899,1.173968117,10.88371472,-2.508251117,-3.45935851,-0.515007951,-0.884020916,-2.383678738,-1.496307898,-1.962346093,-1.761438612,-1.243005608,-3.63009105,-4.369273415,-3.201877073,-1.886177276,-2.118676362,-0.672023353,-5.457805905,-4.223864252
0.012429034,-1.482071605,-1.009274074,2.463411203,11.47946241,0.032453063,-5.547468767,-4.273816356,7.222957901,-3.346832117,-2.965612051,6.070805821,-0.975027689,-0.96495222,-0.721225906,-1.216884482,-1.702339642,-0.390323451,-2.11272684,2.895858771,-1.652531356,-4.932946133,-0.908494181,-0.226682082,-2.36778232,-2.85362572
2.58660319,-0.083998378,-1.489535577,6.748254228,5.202392453,1.862860379,0.267353826,-2.075505995,9.752935084,1.881744168,3.286656229,2.786058399,-2.065467052,1.465933367,0.070201265,-1.9584959,-1.629652869,-1.25245922,5.602982877,6.427970743,-0.771659745,1.583295832,3.187880893,0.973596731,6.312450988,5.050862433
3.441978816,1.832863634,0.951529194,-2.064797856,-9.811525885,4.280071266,-2.075276672,-1.499788476,9.308570099,-2.145367254,-3.580239992,2.663260071,-0.950370373,1.92869718,0.560899852,0.782998818,-0.537194989,2.283058416,2.668359322,-1.254948869,-3.614608158,-1.537370822,-0.616069392,2.224983627,-0.476278336,-4.354613815
-2.317909253,-1.928771939,-1.017483404,-1.017473479,-26.799636,-2.660340849,-0.966613991,-1.164820232,0.42707714,0.199816667,-1.330481882,-5.076700194,-1.849572713,-2.880905747,-0.159666583,-0.122322352,-0.326646548,-0.329780826,-4.523843682,1.735506649,-0.060414389,0.882002059,-1.37843709,-1.214868783,-6.318482316,-1.55097037
-0.534802187,0.743040716,0.79225655,-5.616587603,-50.89140763,0.080900117,-3.994436825,-2.918721335,-10.21041565,-6.772584589,-6.076074104,0.737593379,-0.656255222,0.202120733,-4.952774453,-0.744615554,-0.740386501,0.884161481,-1.892406333,-8.285130778,-5.314174493,-7.59521827,-3.07519494,-2.872735334,-6.15086835,-6.250325083
3.812373204,5.526549203,5.05492266,6.482604329,23.02366522,3.426520635,6.084130741,2.200629188,6.549776857,7.590047832,9.380494639,0.011860839,4.354143815,4.027066046,9.030434372,5.252754506,5.853646174,4.781279202,7.6196815,11.80325617,8.645118802,7.193861725,8.927104016,7.575393177,10.65003839,11.3594703
2.086592478,-1.338580234,-1.452122205,-2.078725962,-14.93276229,2.553395729,-1.109754635,0.302397638,1.471814599,-4.674334911,-2.824777604,-1.366719204,-2.586176844,1.375773479,-2.767179739,-1.408865191,-1.738885186,-0.832013559,-1.842248604,-0.446086845,-3.028821605,-5.711315953,-0.335216776,0.073141842,-5.147336316,-2.528174084
0.098896195,-0.989400062,-1.693608082,-8.096210475,-6.904931548,0.293398995,-4.261938515,-9.722926424,-6.879283337,-7.136954234,-7.327280513,-0.368502436,-2.252920992,-1.043476635,-1.274940957,-3.730278432,-2.524381806,-0.306813491,-5.279366228,-9.391171057,-6.722394503,-7.074425565,-3.039284382,-0.370627338,-10.29064027,-7.158547709
0.567580704,-0.842941922,-2.101748147,0.273975235,4.228798614,-0.483390699,-0.983593081,-2.810885903,1.023723914,4.911925258,5.341027112,-2.572610802,-1.95957728,0.939526455,2.491193039,-2.433570442,-1.79915546,-1.665502185,1.343730398,9.437432233,1.494008889,7.150676612,3.175398176,1.780386743,3.060385074,7.001298135
-3.964026223,-3.445925965,-1.429401873,9.791530688,-33.38094903,-4.151931139,4.424226658,9.320599553,-1.246991032,7.20364955,2.8402911,2.951659805,-1.234789573,-3.117727131,-1.795311826,0.830792172,0.182591958,-0.436353429,-1.53357132,1.44094757,5.828320152,7.453072918,-0.698615496,-3.336186035,1.354905493,0.243363088
-3.123257232,-3.704473666,-3.709315805,-4.140478417,-11.60431471,-2.882848422,-4.205950129,-5.515581893,-6.187387079,-4.667320155,-7.559042149,0.071021068,-2.512509511,-2.370074312,-4.604232923,-4.67120077,-3.860164917,-3.09640295,-5.755121785,-7.332175022,-5.078309019,-4.804047257,-5.309365316,-3.089259402,-6.676975208,-8.762814647
1.160077373,0.797155826,1.810828948,7.7488016,36.76275825,0.847881998,2.38458735,7.27115427,-2.060226758,7.155967625,5.771287716,4.155877829,1.154106028,1.834362367,2.136186262,2.205509285,2.780617849,0.968963638,4.484297438,5.61414794,6.017772879,7.625298289,4.276789346,1.956849886,7.580317761,4.633747563
2.035466854,0.931183492,-0.025696345,-5.074867117,-2.473471309,2.777473668,-0.058074988,-5.191846498,-3.191153307,-0.445509312,-0.69940827,-2.856824901,-0.476187146,1.779775911,0.770005639,0.312096699,-0.600211989,0.383511225,-0.812681567,0.548121948,-2.087365433,0.661365063,1.743172134,1.990343954,-2.143187783,0.131105867
-3.259562942,-0.224898775,0.151755644,-1.60781599,32.44566526,-3.320065112,-0.795288039,0.710350913,-2.488000782,0.624756986,0.821907475,5.187327932,1.057450927,-2.383582252,-0.490221297,-0.780959083,0.295510931,-0.076490322,-3.380603909,-4.022678974,2.342619565,0.403021874,1.128619517,-1.213734267,-5.009667352,1.188890786
-1.407319007,-1.125742542,-1.074493598,-0.873600173,-1.280952355,-1.327542378,-1.37942984,-2.486837991,-2.601239587,1.246926677,-0.090537921,-0.741325395,-1.342515588,-0.998797054,-1.445155374,-1.620534978,-0.882868643,-1.854215946,-1.367422737,-2.292198199,-1.391777517,2.523097316,-0.306062776,-0.559545094,-0.089228471,-0.062157212
